"","site","year","f_gup_1","m_gup_1","f_gup_2","m_gup_2","f_midgup_1","m_midgup_1","f_midgup_2","m_midgup_2","f_maturity_1","m_maturity_1","f_maturity_2","m_maturity_2","f_peak_1","m_peak_1","f_peak_2","m_peak_2","f_sene_1","m_sene_1","f_sene_2","m_sene_2","f_midgdown_1","m_midgdown_1","f_midgdown_2","m_midgdown_2","f_dormancy_1","m_dormancy_1","f_dormancy_2","m_dormancy_2","f_gppmin_1","m_EVImin_1","f_gppmin_2","m_EVImin_2","f_gppamp_1","m_EVIamp_1","f_gppamp_2","m_EVIamp_2","f_gpparea_1","m_EVIarea_1","f_gpparea_2","m_EVIarea_2","IGBP","miss","miss45"
"229","DE-Geb","2010",14707,14681,NA,NA,14734,14708,NA,NA,14759,14758,NA,NA,14773,14773,NA,NA,14786,14787,NA,NA,14803,14804,NA,NA,14819,14822,NA,NA,0,0.12,NA,NA,15,0.5843,NA,NA,613.9,35.4,NA,NA,"CRO",FALSE,FALSE
"230","DE-Geb","2012",15422,15406,NA,NA,15454,15444,NA,NA,15481,15477,NA,NA,15494,15495,NA,NA,15506,15513,NA,NA,15590,15540,NA,NA,15628,15631,NA,NA,0,0.1418,NA,NA,6,0.4432,NA,NA,274.2,24.4,NA,NA,"CRO",FALSE,FALSE
"231","DE-Geb","2013",15826,15813,NA,NA,15845,15835,NA,NA,15865,15863,NA,NA,15879,15877,NA,NA,15894,15890,NA,NA,15913,15909,NA,NA,15932,15926,NA,NA,0,0.12,NA,NA,14,0.597,NA,NA,502.2,25.4,NA,NA,"CRO",FALSE,FALSE
"232","DE-Geb","2014",16145,16113,NA,NA,16169,16151,NA,NA,16197,16189,NA,NA,16215,16217,NA,NA,16229,16232,NA,NA,16249,16251,NA,NA,16265,16274,NA,NA,0,0.2079,NA,NA,13,0.4721,NA,NA,633.6,32.5,NA,NA,"CRO",FALSE,FALSE
"233","DE-Gri","2004",12495,12469,NA,NA,12523,12521,NA,NA,12552,12553,NA,NA,12575,12572,NA,NA,12590,12594,NA,NA,12677,12708,NA,NA,12721,12748,NA,NA,0,0.1527,NA,NA,8,0.3991,NA,NA,458.3,24.1,NA,NA,"GRA",FALSE,FALSE
"234","DE-Gri","2005",12867,12859,NA,NA,12893,12882,NA,NA,12960,12915,NA,NA,12978,12992,NA,NA,12993,13021,NA,NA,13064,13099,NA,NA,13100,13117,NA,NA,0,0.1483,NA,NA,11,0.3969,NA,NA,874.2,41.5,NA,NA,"GRA",FALSE,FALSE
"235","DE-Gri","2006",13243,13245,NA,NA,13260,13263,NA,NA,13277,13294,NA,NA,13288,13313,NA,NA,13304,13332,NA,NA,13409,13452,NA,NA,13454,13491,NA,NA,0,0.12,NA,NA,7,0.3922,NA,NA,203.7,19,NA,NA,"GRA",FALSE,FALSE
"236","DE-Gri","2007",13573,13551,NA,NA,13604,13586,NA,NA,13704,13655,NA,NA,13716,13720,NA,NA,13729,13739,NA,NA,13757,13812,NA,NA,13819,13878,NA,NA,1,0.1769,NA,NA,8,0.3584,NA,NA,752.5,44.9,NA,NA,"GRA",FALSE,FALSE
"237","DE-Gri","2008",13965,13973,NA,NA,13982,13996,NA,NA,14000,14036,NA,NA,14012,14050,NA,NA,14064,14067,NA,NA,14144,14175,NA,NA,14174,14214,NA,NA,0,0.2649,NA,NA,9,0.2837,NA,NA,321.3,15.2,NA,NA,"GRA",FALSE,FALSE
"238","DE-Gri","2009",14321,14326,NA,NA,14341,14349,NA,NA,14366,14372,NA,NA,14464,14392,NA,NA,14477,14422,NA,NA,14502,14535,NA,NA,14553,14566,NA,NA,0,0.2354,NA,NA,11,0.3461,NA,NA,1190.5,15.7,NA,NA,"GRA",FALSE,FALSE
"239","DE-Gri","2010",14690,14700,NA,NA,14721,14729,NA,NA,14783,14762,NA,NA,14801,14804,NA,NA,14818,14846,NA,NA,14870,14903,NA,NA,14912,14928,NA,NA,0,0.2514,NA,NA,11,0.278,NA,NA,810.8,21,NA,NA,"GRA",FALSE,FALSE
"240","DE-Gri","2011",15047,15064,NA,NA,15077,15085,NA,NA,15105,15111,NA,NA,15118,15188,NA,NA,15129,15209,NA,NA,15238,15279,NA,NA,15262,15343,NA,NA,0,0.255,NA,NA,11,0.2676,NA,NA,479.3,26,NA,NA,"GRA",FALSE,FALSE
"241","DE-Gri","2012",15418,15417,NA,NA,15445,15446,NA,NA,15467,15480,NA,NA,15481,15509,NA,NA,15496,15532,NA,NA,15607,15627,NA,NA,15632,15642,NA,NA,0,0.2333,NA,NA,11,0.3082,NA,NA,427,20.1,NA,NA,"GRA",FALSE,FALSE
"242","DE-Gri","2013",15802,15815,NA,NA,15818,15832,NA,NA,15894,15860,NA,NA,15907,15899,NA,NA,15919,15918,NA,NA,15956,15997,NA,NA,16011,16071,NA,NA,0,0.1864,NA,NA,11,0.364,NA,NA,840.8,23.7,NA,NA,"GRA",FALSE,FALSE
"243","DE-Gri","2014",16136,16138,NA,NA,16167,16165,NA,NA,16254,16190,NA,NA,16270,16208,NA,NA,16286,16221,NA,NA,16347,16344,NA,NA,16389,16381,NA,NA,1,0.2407,NA,NA,12,0.3029,NA,NA,1097.3,14.3,NA,NA,"GRA",FALSE,FALSE
"244","DE-Hai","2001",11435,11432,NA,NA,11456,11454,NA,NA,11484,11475,NA,NA,11510,11493,NA,NA,11543,11520,NA,NA,11579,11595,NA,NA,11616,11633,NA,NA,0,0.1525,NA,NA,13,0.5688,NA,NA,715.9,24.1,NA,NA,"DBF",FALSE,FALSE
"245","DE-Hai","2002",11795,11784,NA,NA,11820,11809,NA,NA,11847,11835,NA,NA,11910,11856,NA,NA,11928,11892,NA,NA,11956,11970,NA,NA,11979,11994,NA,NA,0,0.1494,NA,NA,12,0.5745,NA,NA,1125.9,28.9,NA,NA,"DBF",FALSE,FALSE
"246","DE-Hai","2003",12162,12149,NA,NA,12187,12178,NA,NA,12213,12201,NA,NA,12232,12218,NA,NA,12251,12248,NA,NA,12282,12340,NA,NA,12344,12371,NA,NA,0,0.12,NA,NA,14,0.6102,NA,NA,654,29.4,NA,NA,"DBF",FALSE,FALSE
"247","DE-Hai","2004",12524,12514,NA,NA,12548,12540,NA,NA,12574,12560,NA,NA,12591,12573,NA,NA,12631,12590,NA,NA,12680,12694,NA,NA,12707,12724,NA,NA,0,0.1442,NA,NA,12,0.4889,NA,NA,532.3,20.7,NA,NA,"DBF",FALSE,FALSE
"248","DE-Hai","2005",12891,12888,NA,NA,12925,12911,NA,NA,12954,12938,NA,NA,12973,12963,NA,NA,13003,12992,NA,NA,13052,13070,NA,NA,13081,13092,NA,NA,0,0.1326,NA,NA,12,0.5811,NA,NA,638.9,31.7,NA,NA,"DBF",FALSE,FALSE
"249","DE-Hai","2006",13261,13247,NA,NA,13284,13270,NA,NA,13315,13293,NA,NA,13337,13313,NA,NA,13364,13354,NA,NA,13418,13438,NA,NA,13447,13461,NA,NA,0,0.1208,NA,NA,12,0.59,NA,NA,660.1,27.8,NA,NA,"DBF",FALSE,FALSE
"250","DE-Hai","2007",13617,13603,NA,NA,13640,13628,NA,NA,13675,13656,NA,NA,13702,13680,NA,NA,13725,13710,NA,NA,13771,13783,NA,NA,13800,13823,NA,NA,0,0.1293,NA,NA,12,0.5874,NA,NA,775.5,33.1,NA,NA,"DBF",FALSE,FALSE
"251","DE-Hai","2008",13989,13977,NA,NA,14010,14000,NA,NA,14033,14023,NA,NA,14050,14066,NA,NA,14073,14100,NA,NA,14135,14153,NA,NA,14170,14182,NA,NA,0,0.1748,NA,NA,14,0.5754,NA,NA,583.4,39.5,NA,NA,"DBF",FALSE,FALSE
"252","DE-Hai","2009",14344,14335,NA,NA,14369,14356,NA,NA,14401,14381,NA,NA,14431,14402,NA,NA,14467,14437,NA,NA,14506,14536,NA,NA,14537,14564,NA,NA,0,0.1259,NA,NA,13,0.5395,NA,NA,780.3,25.6,NA,NA,"DBF",FALSE,FALSE
"253","DE-Hai","2010",14721,14698,NA,NA,14751,14739,NA,NA,14772,14765,NA,NA,14788,14789,NA,NA,14808,14824,NA,NA,14872,14890,NA,NA,14902,14917,NA,NA,0,0.12,NA,NA,12,0.6085,NA,NA,516.5,35.4,NA,NA,"DBF",FALSE,FALSE
"254","DE-Hai","2011",15075,15069,NA,NA,15096,15090,NA,NA,15118,15111,NA,NA,15137,15128,NA,NA,15191,15155,NA,NA,15238,15256,NA,NA,15267,15284,NA,NA,0,0.1644,NA,NA,11,0.5091,NA,NA,468.6,22.9,NA,NA,"DBF",FALSE,FALSE
"255","DE-Hai","2012",15446,15437,NA,NA,15473,15462,NA,NA,15501,15487,NA,NA,15525,15507,NA,NA,15571,15543,NA,NA,15610,15618,NA,NA,15632,15642,NA,NA,0,0.15,NA,NA,11,0.5815,NA,NA,622.3,30.3,NA,NA,"DBF",FALSE,FALSE
"256","DE-Kli","2004",12443,12455,NA,NA,12477,12530,NA,NA,12509,12561,NA,NA,12570,12579,NA,NA,12584,12595,NA,NA,12606,12617,NA,NA,12721,12638,NA,NA,1,0.1274,NA,NA,12,0.5258,NA,NA,1176.2,32.1,NA,NA,"CRO",FALSE,FALSE
"257","DE-Kli","2005",12859,12860,NA,NA,12880,12891,NA,NA,12916,12943,NA,NA,12944,12954,NA,NA,12959,12967,NA,NA,12980,12986,NA,NA,13002,13014,NA,NA,0,0.3017,NA,NA,13,0.3889,NA,NA,814.1,22.3,NA,NA,"CRO",FALSE,FALSE
"258","DE-Kli","2006",13251,13257,NA,NA,13272,13275,NA,NA,13299,13300,NA,NA,13315,13317,NA,NA,13328,13334,NA,NA,13348,13353,NA,NA,13434,13496,NA,NA,0,0.1493,NA,NA,13,0.4598,NA,NA,583.7,19.5,NA,NA,"CRO",FALSE,FALSE
"259","DE-Kli","2007",13665,13594,NA,NA,13684,13665,NA,NA,13703,13691,NA,NA,13715,13707,NA,NA,13732,13740,NA,NA,13758,13788,NA,NA,13785,13807,NA,NA,0,0.1528,NA,NA,11,0.362,NA,NA,434,20.2,NA,NA,"CRO",FALSE,FALSE
"260","DE-Kli","2008",14002,13999,NA,NA,14022,14018,NA,NA,14041,14035,NA,NA,14054,14048,NA,NA,14066,14061,NA,NA,14087,14080,NA,NA,14124,14102,NA,NA,0,0.1226,NA,NA,8,0.3665,NA,NA,283.8,12,NA,NA,"CRO",FALSE,FALSE
"261","DE-Kli","2009",14248,14323,NA,NA,14320,14351,NA,NA,14351,14383,NA,NA,14374,14397,NA,NA,14394,14412,NA,NA,14418,14433,NA,NA,14439,14456,NA,NA,0,0.1481,NA,NA,14,0.445,NA,NA,953.8,21.2,NA,NA,"CRO",FALSE,FALSE
"262","DE-Kli","2010",14683,14682,NA,NA,14704,14699,NA,NA,14729,14726,NA,NA,14775,14774,NA,NA,14788,14794,NA,NA,14808,14814,NA,NA,14837,14885,NA,NA,0,0.12,NA,NA,10,0.528,NA,NA,694.5,38.9,NA,NA,"CRO",FALSE,FALSE
"263","DE-Kli","2011",15072,15067,NA,NA,15092,15088,NA,NA,15112,15112,NA,NA,15125,15128,NA,NA,15140,15149,NA,NA,15170,15176,NA,NA,15194,15194,NA,NA,0,0.12,NA,NA,14,0.5151,NA,NA,503,21.5,NA,NA,"CRO",FALSE,FALSE
"264","DE-Kli","2012",15411,15402,NA,NA,15515,15512,NA,NA,15530,15536,NA,NA,15540,15554,NA,NA,15550,15574,NA,NA,15572,15610,NA,NA,15600,15648,NA,NA,0,0.12,NA,NA,8,0.5521,NA,NA,347.9,38.3,NA,NA,"CRO",FALSE,FALSE
"265","DE-Kli","2013",15812,15822,NA,NA,15848,15840,NA,NA,15874,15863,NA,NA,15888,15878,NA,NA,15899,15895,NA,NA,15918,15916,NA,NA,15947,15944,NA,NA,0,0.12,NA,NA,9,0.5532,NA,NA,407.6,21.3,NA,NA,"CRO",FALSE,FALSE
"266","DE-Kli","2014",16144,16120,NA,NA,16169,16166,NA,NA,16196,16193,NA,NA,16214,16213,NA,NA,16228,16230,NA,NA,16247,16249,NA,NA,16269,16269,NA,NA,0,0.1446,NA,NA,15,0.5637,NA,NA,707.4,30.6,NA,NA,"CRO",FALSE,FALSE
"267","DE-Lkb","2011",15060,15064,NA,NA,15110,15110,NA,NA,15135,15137,NA,NA,15153,15154,NA,NA,15171,15181,NA,NA,15222,15245,NA,NA,15259,15314,NA,NA,0,0.1552,NA,NA,4,0.2296,NA,NA,213.8,12,NA,NA,"ENF",FALSE,FALSE
"268","DE-Lkb","2012",15449,15462,NA,NA,15474,15492,NA,NA,15504,15517,NA,NA,15518,15537,NA,NA,15554,15561,NA,NA,15598,15615,NA,NA,15626,15688,NA,NA,0,0.1573,NA,NA,4,0.2859,NA,NA,191.9,14.1,NA,NA,"ENF",FALSE,FALSE
"269","DE-Lkb","2013",15817,15819,NA,NA,15850,15846,NA,NA,15873,15874,NA,NA,15887,15902,NA,NA,15903,15934,NA,NA,15951,15966,NA,NA,15998,16010,NA,NA,0,0.1396,NA,NA,5,0.3561,NA,NA,219.8,24,NA,NA,"ENF",FALSE,FALSE
"270","DE-Obe","2008",13962,13917,NA,NA,13991,14000,NA,NA,14026,14039,NA,NA,14051,14055,NA,NA,14074,14078,NA,NA,14147,14169,NA,NA,14192,14193,NA,NA,0,0.12,NA,NA,12,0.29,NA,NA,742.5,21.4,NA,NA,"ENF",FALSE,FALSE
"271","DE-Obe","2009",14322,14327,NA,NA,14345,14349,NA,NA,14431,14390,NA,NA,14455,14419,NA,NA,14480,14453,NA,NA,14513,14543,NA,NA,14575,14576,NA,NA,0,0.12,NA,NA,11,0.2632,NA,NA,1064.6,17.5,NA,NA,"ENF",FALSE,FALSE
"272","DE-Obe","2010",14679,14685,NA,NA,14705,14718,NA,NA,14773,14765,NA,NA,14790,14789,NA,NA,14817,14828,NA,NA,14872,14901,NA,NA,14921,14928,NA,NA,0,0.12,NA,NA,10,0.253,NA,NA,694.5,17.6,NA,NA,"ENF",FALSE,FALSE
"273","DE-Obe","2011",15043,15053,NA,NA,15069,15087,NA,NA,15114,15131,NA,NA,15133,15160,NA,NA,15156,15185,NA,NA,15236,15230,NA,NA,15268,15284,NA,NA,0,0.1477,NA,NA,11,0.2371,NA,NA,649.8,18.3,NA,NA,"ENF",FALSE,FALSE
"274","DE-Obe","2012",15412,15420,NA,NA,15447,15464,NA,NA,15500,15494,NA,NA,15522,15513,NA,NA,15551,15541,NA,NA,15611,15621,NA,NA,15646,15667,NA,NA,0,0.1872,NA,NA,12,0.2164,NA,NA,905.1,12,NA,NA,"ENF",FALSE,FALSE
"275","DE-Obe","2013",15798,15795,NA,NA,15836,15826,NA,NA,15886,15863,NA,NA,15903,15891,NA,NA,15921,15919,NA,NA,15950,15974,NA,NA,16019,16060,NA,NA,0,0.1532,NA,NA,12,0.2714,NA,NA,793.8,18.5,NA,NA,"ENF",FALSE,FALSE
"276","DE-Obe","2014",16122,16110,NA,NA,16163,16180,NA,NA,16241,16229,NA,NA,16278,16270,NA,NA,16296,16294,NA,NA,16319,16330,NA,NA,16363,16395,NA,NA,0,0.1647,NA,NA,11,0.2367,NA,NA,1163.5,23.7,NA,NA,"ENF",FALSE,FALSE
"277","DE-RuR","2011",14993,15057,NA,NA,15038,15072,NA,NA,15093,15089,NA,NA,15138,15226,NA,NA,15214,15250,NA,NA,15252,15288,NA,NA,15292,15340,NA,NA,1,0.2958,NA,NA,8,0.3428,NA,NA,802.7,48.1,NA,NA,"GRA",FALSE,FALSE
"278","DE-RuR","2012",15406,15416,NA,NA,15441,15450,NA,NA,15470,15493,NA,NA,15484,15553,NA,NA,15572,15579,NA,NA,15605,15661,NA,NA,15641,15677,NA,NA,0,0.2987,NA,NA,10,0.4243,NA,NA,469.4,43.7,NA,NA,"GRA",FALSE,FALSE
"279","DE-RuS","2011",15099,15037,NA,NA,15121,15065,NA,NA,15143,15101,NA,NA,15159,15155,NA,NA,15179,15172,NA,NA,15243,15269,NA,NA,15304,15308,NA,NA,0,0.12,NA,NA,14,0.3663,NA,NA,621.9,33.6,NA,NA,"CRO",FALSE,FALSE
"280","DE-RuS","2012",15472,15434,NA,NA,15492,15484,NA,NA,15512,15512,NA,NA,15526,15527,NA,NA,15543,15545,NA,NA,15565,15578,NA,NA,15584,15634,NA,NA,0,0.1513,NA,NA,13,0.4632,NA,NA,484.5,24.8,NA,NA,"CRO",FALSE,FALSE
"281","DE-RuS","2013",15794,15791,NA,NA,15813,15808,NA,NA,15843,15827,NA,NA,15864,15873,NA,NA,15882,15893,NA,NA,15905,15913,NA,NA,15921,15931,NA,NA,0,0.2002,NA,NA,16,0.4006,NA,NA,845,26.3,NA,NA,"CRO",FALSE,FALSE
"282","DE-RuS","2014",16207,16118,NA,NA,16222,16187,NA,NA,16238,16218,NA,NA,16251,16230,NA,NA,16286,16247,NA,NA,16331,16277,NA,NA,16351,16355,NA,NA,1,0.3486,NA,NA,13,0.1719,NA,NA,402.5,11.1,NA,NA,"CRO",FALSE,FALSE
"283","DE-Seh","2007",13535,13562,NA,NA,13585,13649,NA,NA,13665,13678,NA,NA,13695,13692,NA,NA,13713,13711,NA,NA,13785,13793,NA,NA,13812,13826,NA,NA,1,0.2336,NA,NA,12,0.325,NA,NA,1332.7,21.5,NA,NA,"CRO",FALSE,FALSE
"284","DE-Seh","2008",13949,13963,NA,NA,13979,13987,NA,NA,14010,14018,NA,NA,14034,14038,NA,NA,14051,14057,NA,NA,14070,14090,NA,NA,14087,14165,NA,NA,0,0.193,NA,NA,14,0.3934,NA,NA,826.9,20.3,NA,NA,"CRO",FALSE,FALSE
"285","DE-Seh","2009",14321,14324,NA,NA,14343,14350,NA,NA,14367,14388,NA,NA,14384,14409,NA,NA,14399,14424,NA,NA,14422,14446,NA,NA,14440,14480,NA,NA,0,0.1465,NA,NA,13,0.4242,NA,NA,555.8,24.7,NA,NA,"CRO",FALSE,FALSE
"286","DE-Seh","2010",14752,14682,NA,NA,14771,14706,NA,NA,14792,14745,NA,NA,14820,14765,NA,NA,14846,14783,NA,NA,14892,14807,NA,NA,14928,14937,NA,NA,0,0.1646,NA,NA,10,0.3813,NA,NA,527.1,22.2,NA,NA,"CRO",FALSE,FALSE
"287","DE-SfN","2012",15374,15405,NA,NA,15408,15482,NA,NA,15523,15523,NA,NA,15546,15544,NA,NA,15566,15571,NA,NA,15601,15616,NA,NA,15655,15681,NA,NA,2,0.1684,NA,NA,4,0.2126,NA,NA,502,16.1,NA,NA,"WET",FALSE,FALSE
"288","DE-SfN","2013",15777,15774,NA,NA,15827,15826,NA,NA,15893,15888,NA,NA,15908,15910,NA,NA,15922,15936,NA,NA,15951,15979,NA,NA,16011,16016,NA,NA,0,0.1285,NA,NA,5,0.2488,NA,NA,397.2,20.9,NA,NA,"WET",FALSE,FALSE
