"","site","year","f_gup_1","m_gup_1","f_gup_2","m_gup_2","f_midgup_1","m_midgup_1","f_midgup_2","m_midgup_2","f_maturity_1","m_maturity_1","f_maturity_2","m_maturity_2","f_peak_1","m_peak_1","f_peak_2","m_peak_2","f_sene_1","m_sene_1","f_sene_2","m_sene_2","f_midgdown_1","m_midgdown_1","f_midgdown_2","m_midgdown_2","f_dormancy_1","m_dormancy_1","f_dormancy_2","m_dormancy_2","f_gppmin_1","m_EVImin_1","f_gppmin_2","m_EVImin_2","f_gppamp_1","m_EVIamp_1","f_gppamp_2","m_EVIamp_2","f_gpparea_1","m_EVIarea_1","f_gpparea_2","m_EVIarea_2","IGBP","miss","miss45"
"139","CH-Dav","2003",12144,12100,NA,NA,12163,12179,NA,NA,12202,12236,NA,NA,12232,12253,NA,NA,12253,12269,NA,NA,12323,12315,NA,NA,12374,12365,NA,NA,0,0.1424,NA,NA,7,0.262,NA,NA,440.7,20.7,NA,NA,"ENF",FALSE,FALSE
"140","CH-Dav","2004",12506,12538,NA,NA,12527,12553,NA,NA,12592,12578,NA,NA,12615,12601,NA,NA,12639,12627,NA,NA,12707,12718,NA,NA,12733,12750,NA,NA,0,0.12,NA,NA,6,0.2349,NA,NA,493.1,11.1,NA,NA,"ENF",FALSE,FALSE
"141","CH-Dav","2005",12784,12915,NA,NA,12812,12929,NA,NA,12913,12951,NA,NA,12958,13005,NA,NA,12993,13019,NA,NA,13050,13059,NA,NA,13089,13104,NA,NA,0,0.12,NA,NA,5,0.283,NA,NA,686.4,20.5,NA,NA,"ENF",FALSE,FALSE
"142","CH-Dav","2007",13586,13616,NA,NA,13624,13631,NA,NA,13653,13649,NA,NA,13666,13665,NA,NA,13680,13752,NA,NA,13793,13801,NA,NA,13824,13829,NA,NA,1,0.12,NA,NA,5,0.2485,NA,NA,233.6,8.8,NA,NA,"ENF",FALSE,FALSE
"143","CH-Dav","2008",13966,14009,NA,NA,13987,14025,NA,NA,14010,14044,NA,NA,14022,14058,NA,NA,14033,14100,NA,NA,14140,14169,NA,NA,14196,14202,NA,NA,0,0.12,NA,NA,6,0.2634,NA,NA,222.4,8.9,NA,NA,"ENF",FALSE,FALSE
"144","CH-Dav","2009",14323,14366,NA,NA,14339,14385,NA,NA,14363,14408,NA,NA,14379,14424,NA,NA,14398,14449,NA,NA,14510,14509,NA,NA,14534,14539,NA,NA,0,0.12,NA,NA,6,0.3239,NA,NA,265.6,12.9,NA,NA,"ENF",FALSE,FALSE
"145","CH-Dav","2010",14687,14741,NA,NA,14704,14756,NA,NA,14723,14777,NA,NA,14770,14826,NA,NA,14843,14843,NA,NA,14900,14896,NA,NA,14938,14911,NA,NA,0,0.12,NA,NA,5,0.2366,NA,NA,313,16.3,NA,NA,"ENF",FALSE,FALSE
"146","CH-Dav","2011",15037,15064,NA,NA,15059,15081,NA,NA,15112,15172,NA,NA,15134,15186,NA,NA,15196,15200,NA,NA,15253,15244,NA,NA,15292,15276,NA,NA,0,0.12,NA,NA,5,0.247,NA,NA,374.2,20.5,NA,NA,"ENF",FALSE,FALSE
"147","CH-Dav","2012",15411,15490,NA,NA,15441,15500,NA,NA,15463,15514,NA,NA,15475,15527,NA,NA,15489,15547,NA,NA,15567,15635,NA,NA,15647,15700,NA,NA,0,0.12,NA,NA,6,0.2307,NA,NA,223.6,6.3,NA,NA,"ENF",FALSE,FALSE
"148","CH-Dav","2013",15796,15847,NA,NA,15815,15864,NA,NA,15835,15906,NA,NA,15852,15924,NA,NA,15877,15943,NA,NA,15980,15973,NA,NA,16018,15988,NA,NA,0,0.1684,NA,NA,6,0.1869,NA,NA,226.2,10.9,NA,NA,"ENF",FALSE,FALSE
"149","CH-Dav","2014",16143,16187,NA,NA,16172,16213,NA,NA,16201,16256,NA,NA,16222,16325,NA,NA,16275,16339,NA,NA,16352,16355,NA,NA,16395,16367,NA,NA,0,0.1378,NA,NA,6,0.2288,NA,NA,290.6,24.7,NA,NA,"ENF",FALSE,FALSE
"150","CH-Fru","2005",12786,12888,NA,NA,12824,12906,NA,NA,12915,12958,NA,NA,12957,12981,NA,NA,12999,13016,NA,NA,13065,13086,NA,NA,13101,13149,NA,NA,1,0.3388,NA,NA,12,0.2845,NA,NA,1408.5,21,NA,NA,"GRA",FALSE,FALSE
"151","CH-Fru","2006",13241,13242,NA,NA,13262,13266,NA,NA,13288,13287,NA,NA,13331,13331,NA,NA,13350,13396,NA,NA,13457,13463,NA,NA,13505,13497,NA,NA,0,0.2842,NA,NA,11,0.3484,NA,NA,748.1,25.5,NA,NA,"GRA",FALSE,FALSE
"152","CH-Fru","2007",13587,13554,NA,NA,13613,13623,NA,NA,13634,13654,NA,NA,13649,13700,NA,NA,13671,13747,NA,NA,13779,13801,NA,NA,13814,13816,NA,NA,1,0.2475,NA,NA,11,0.3942,NA,NA,427.5,33.8,NA,NA,"GRA",FALSE,FALSE
"153","CH-Fru","2008",13975,13976,NA,NA,13993,13995,NA,NA,14012,14052,NA,NA,14027,14089,NA,NA,14043,14121,NA,NA,14130,14166,NA,NA,14182,14245,NA,NA,0,0.2555,NA,NA,12,0.3912,NA,NA,447.3,33.8,NA,NA,"GRA",FALSE,FALSE
"154","CH-Fru","2009",14337,14322,NA,NA,14356,14354,NA,NA,14378,14377,NA,NA,14391,14394,NA,NA,14402,14490,NA,NA,14499,14529,NA,NA,14543,14570,NA,NA,0,0.1487,NA,NA,13,0.4961,NA,NA,476.6,22.4,NA,NA,"GRA",FALSE,FALSE
"155","CH-Fru","2010",14694,14693,NA,NA,14714,14715,NA,NA,14741,14742,NA,NA,14755,14826,NA,NA,14840,14859,NA,NA,14864,14898,NA,NA,14922,14943,NA,NA,0,0.1382,NA,NA,11,0.4793,NA,NA,440.4,52,NA,NA,"GRA",FALSE,FALSE
"156","CH-Fru","2011",15046,15045,NA,NA,15063,15067,NA,NA,15081,15098,NA,NA,15093,15158,NA,NA,15199,15235,NA,NA,15225,15294,NA,NA,15254,15321,NA,NA,0,0.1858,NA,NA,11,0.4416,NA,NA,356.2,40,NA,NA,"GRA",FALSE,FALSE
"157","CH-Fru","2012",15416,15423,NA,NA,15441,15448,NA,NA,15466,15480,NA,NA,15490,15561,NA,NA,15553,15592,NA,NA,15588,15639,NA,NA,15644,15706,NA,NA,0,0.2753,NA,NA,12,0.3599,NA,NA,605.8,40.4,NA,NA,"GRA",FALSE,FALSE
"158","CH-Fru","2013",15799,15785,NA,NA,15816,15817,NA,NA,15837,15857,NA,NA,15876,15939,NA,NA,15908,15967,NA,NA,15979,16013,NA,NA,16024,16044,NA,NA,0,0.201,NA,NA,11,0.4263,NA,NA,672.1,50.4,NA,NA,"GRA",FALSE,FALSE
"159","CH-Fru","2014",16145,16140,NA,NA,16166,16162,NA,NA,16198,16190,NA,NA,16213,16209,NA,NA,16291,16234,NA,NA,16354,16353,NA,NA,16379,16380,NA,NA,0,0.1324,NA,NA,11,0.5067,NA,NA,530.8,24,NA,NA,"GRA",FALSE,FALSE
"160","CH-Lae","2004",12429,12495,NA,NA,12470,12534,NA,NA,12550,12556,NA,NA,12595,12576,NA,NA,12645,12652,NA,NA,12683,12714,NA,NA,12709,12744,NA,NA,1,0.1659,NA,NA,15,0.4637,NA,NA,1739.6,24.6,NA,NA,"MF",FALSE,FALSE
"161","CH-Lae","2005",12856,12881,NA,NA,12913,12906,NA,NA,12949,12926,NA,NA,12969,12941,NA,NA,12989,12994,NA,NA,13043,13069,NA,NA,13108,13093,NA,NA,0,0.224,NA,NA,10,0.4462,NA,NA,666.7,17.5,NA,NA,"MF",FALSE,FALSE
"162","CH-Lae","2006",13220,13237,NA,NA,13269,13264,NA,NA,13309,13289,NA,NA,13329,13310,NA,NA,13346,13357,NA,NA,13410,13430,NA,NA,13449,13469,NA,NA,0,0.17,NA,NA,10,0.468,NA,NA,657.5,23,NA,NA,"MF",FALSE,FALSE
"163","CH-Lae","2007",13585,13611,NA,NA,13619,13625,NA,NA,13659,13643,NA,NA,13678,13659,NA,NA,13701,13690,NA,NA,13787,13795,NA,NA,13816,13826,NA,NA,1,0.2703,NA,NA,10,0.4029,NA,NA,639.4,15.8,NA,NA,"MF",FALSE,FALSE
"164","CH-Lae","2008",13967,13976,NA,NA,14004,13999,NA,NA,14026,14021,NA,NA,14047,14052,NA,NA,14075,14082,NA,NA,14148,14146,NA,NA,14176,14187,NA,NA,0,0.2267,NA,NA,12,0.4579,NA,NA,583.8,29.4,NA,NA,"MF",FALSE,FALSE
"165","CH-Lae","2009",14284,14335,NA,NA,14358,14356,NA,NA,14387,14379,NA,NA,14418,14396,NA,NA,14456,14415,NA,NA,14513,14526,NA,NA,14542,14549,NA,NA,0,0.2645,NA,NA,11,0.4037,NA,NA,785.6,16.9,NA,NA,"MF",FALSE,FALSE
"166","CH-Lae","2010",14697,14715,NA,NA,14744,14733,NA,NA,14784,14755,NA,NA,14802,14780,NA,NA,14829,14831,NA,NA,14877,14901,NA,NA,14914,14937,NA,NA,1,0.2628,NA,NA,11,0.3827,NA,NA,685.3,18.2,NA,NA,"MF",FALSE,FALSE
"167","CH-Lae","2011",15048,15066,NA,NA,15078,15082,NA,NA,15122,15103,NA,NA,15195,15124,NA,NA,15213,15175,NA,NA,15248,15264,NA,NA,15303,15287,NA,NA,1,0.2716,NA,NA,10,0.3885,NA,NA,1186.3,16.6,NA,NA,"MF",FALSE,FALSE
"168","CH-Lae","2012",15403,15446,NA,NA,15464,15464,NA,NA,15486,15483,NA,NA,15501,15499,NA,NA,15540,15534,NA,NA,15609,15628,NA,NA,15639,15655,NA,NA,0,0.2723,NA,NA,11,0.4208,NA,NA,580.8,15.5,NA,NA,"MF",FALSE,FALSE
"169","CH-Lae","2013",15804,15814,NA,NA,15829,15828,NA,NA,15868,15846,NA,NA,15885,15864,NA,NA,15902,15892,NA,NA,15973,15988,NA,NA,16011,16008,NA,NA,0,0.2707,NA,NA,12,0.3908,NA,NA,687.6,14.3,NA,NA,"MF",FALSE,FALSE
"170","CH-Lae","2014",16111,16163,NA,NA,16181,16184,NA,NA,16209,16215,NA,NA,16224,16238,NA,NA,16312,16273,NA,NA,16344,16350,NA,NA,16368,16381,NA,NA,0,0.2792,NA,NA,9,0.3344,NA,NA,539.9,17.9,NA,NA,"MF",FALSE,FALSE
"171","CH-Oe1","2002",11743,11764,NA,NA,11765,11790,NA,NA,11878,11819,NA,NA,11890,11836,NA,NA,11903,11853,NA,NA,11958,11893,NA,NA,12023,12005,NA,NA,1,0.2231,NA,NA,10,0.3336,NA,NA,925.9,15.9,NA,NA,"GRA",FALSE,FALSE
"172","CH-Oe1","2003",12123,12114,NA,NA,12141,12150,NA,NA,12160,12179,NA,NA,12173,12199,NA,NA,12184,12213,NA,NA,12205,12231,NA,NA,12340,12353,NA,NA,0,0.12,NA,NA,13,0.3864,NA,NA,428.4,20.6,NA,NA,"GRA",FALSE,FALSE
"173","CH-Oe1","2004",12478,12483,NA,NA,12500,12510,NA,NA,12519,12540,NA,NA,12530,12566,NA,NA,12539,12590,NA,NA,12647,12661,NA,NA,12704,12739,NA,NA,1,0.1378,NA,NA,10,0.3823,NA,NA,349.9,22.5,NA,NA,"GRA",FALSE,FALSE
"174","CH-Oe1","2005",12854,12861,NA,NA,12871,12877,NA,NA,12892,12901,NA,NA,12942,12943,NA,NA,12953,12963,NA,NA,13062,13081,NA,NA,13097,13114,NA,NA,0,0.12,NA,NA,10,0.3516,NA,NA,682.6,22.8,NA,NA,"GRA",FALSE,FALSE
"175","CH-Oe1","2006",13227,13222,NA,NA,13246,13255,NA,NA,13265,13280,NA,NA,13276,13296,NA,NA,13391,13313,NA,NA,13428,13335,NA,NA,13450,13449,NA,NA,0,0.2237,NA,NA,9,0.3125,NA,NA,307.9,14.4,NA,NA,"GRA",FALSE,FALSE
"176","CH-Oe1","2007",13567,13579,NA,NA,13598,13604,NA,NA,13652,13629,NA,NA,13667,13657,NA,NA,13681,13684,NA,NA,13781,13803,NA,NA,13809,13824,NA,NA,2,0.293,NA,NA,10,0.1865,NA,NA,661.9,10.5,NA,NA,"GRA",FALSE,FALSE
"177","CH-Oe1","2008",14009,13932,NA,NA,14046,13972,NA,NA,14078,14008,NA,NA,14104,14035,NA,NA,14119,14049,NA,NA,14172,14173,NA,NA,14206,14200,NA,NA,0,0.1843,NA,NA,11,0.2948,NA,NA,660.8,20.3,NA,NA,"GRA",FALSE,FALSE
"178","CH-Oe2","2004",12508,12488,NA,NA,12526,12508,NA,NA,12547,12532,NA,NA,12565,12569,NA,NA,12592,12592,NA,NA,12616,12649,NA,NA,12635,12745,NA,NA,0,0.1777,NA,NA,14,0.3801,NA,NA,547.3,23.4,NA,NA,"CRO",FALSE,FALSE
"179","CH-Oe2","2005",12861,12860,NA,NA,12885,12873,NA,NA,12911,12894,NA,NA,12927,12938,NA,NA,12939,12955,NA,NA,NA,NA,13092,13081,NA,NA,13108,13113,0,0.12,NA,NA,13,0.372,NA,NA,576.1,23.8,NA,NA,"CRO",FALSE,FALSE
"180","CH-Oe2","2006",13256,13229,NA,NA,13308,13252,NA,NA,13353,13274,NA,NA,13370,13292,NA,NA,13383,13310,NA,NA,13398,13330,NA,NA,13412,13343,NA,NA,0,0.2348,NA,NA,10,0.323,NA,NA,652.9,13.8,NA,NA,"CRO",FALSE,FALSE
"181","CH-Oe2","2007",13562,13581,NA,NA,13605,13599,NA,NA,13627,13629,NA,NA,13641,13653,NA,NA,13655,13670,NA,NA,13678,13804,NA,NA,13698,13822,NA,NA,1,0.3314,NA,NA,12,0.1897,NA,NA,566.3,10.5,NA,NA,"CRO",FALSE,FALSE
"182","CH-Oe2","2008",13940,13957,NA,NA,13978,13983,NA,NA,14003,14012,NA,NA,14021,14031,NA,NA,14039,14045,NA,NA,14061,14184,NA,NA,14123,14203,NA,NA,1,0.2652,NA,NA,12,0.256,NA,NA,592,12.6,NA,NA,"CRO",FALSE,FALSE
"183","CH-Oe2","2012",15412,15420,NA,NA,15437,15440,NA,NA,15461,15463,NA,NA,15478,15477,NA,NA,15492,15490,NA,NA,15511,15521,NA,NA,15528,15559,NA,NA,0,0.2362,NA,NA,14,0.3371,NA,NA,604.6,12.9,NA,NA,"CRO",FALSE,FALSE
"184","CH-Oe2","2013",15796,15777,NA,NA,15823,15801,NA,NA,15857,15827,NA,NA,15870,15843,NA,NA,15882,15862,NA,NA,15909,16007,NA,NA,15947,16018,NA,NA,1,0.1525,NA,NA,13,0.35,NA,NA,651,15.3,NA,NA,"CRO",FALSE,FALSE
"185","CN-Cha","2003",12164,12172,NA,NA,12190,12190,NA,NA,12217,12211,NA,NA,12243,12229,NA,NA,12286,12255,NA,NA,12309,12311,NA,NA,12330,12337,NA,NA,0,0.1617,NA,NA,11,0.4655,NA,NA,631.2,18.8,NA,NA,"MF",FALSE,FALSE
"186","CN-Cha","2004",12534,12541,NA,NA,12558,12560,NA,NA,12581,12581,NA,NA,12597,12601,NA,NA,12619,12629,NA,NA,12672,12674,NA,NA,12700,12698,NA,NA,1,0.1433,NA,NA,11,0.4673,NA,NA,488.1,20.4,NA,NA,"MF",FALSE,FALSE
"187","CN-Cha","2005",12901,12909,NA,NA,12930,12927,NA,NA,12954,12949,NA,NA,12978,12968,NA,NA,13000,13005,NA,NA,13045,13048,NA,NA,13068,13067,NA,NA,0,0.1482,NA,NA,11,0.4313,NA,NA,565.5,18.2,NA,NA,"MF",FALSE,FALSE
"188","CN-Cng","2007",13659,13653,NA,NA,13688,13692,NA,NA,13718,13716,NA,NA,13737,13731,NA,NA,13748,13746,NA,NA,13767,13768,NA,NA,13786,13789,NA,NA,0,0.12,NA,NA,5,0.1884,NA,NA,273.9,8.7,NA,NA,"GRA",FALSE,FALSE
"189","CN-Cng","2008",14017,14035,NA,NA,14049,14055,NA,NA,14069,14074,NA,NA,14081,14085,NA,NA,14093,14097,NA,NA,14115,14118,NA,NA,14141,14159,NA,NA,0,0.12,NA,NA,8,0.3058,NA,NA,293.6,10.1,NA,NA,"GRA",FALSE,FALSE
"190","CN-Cng","2009",14373,14378,NA,NA,14398,14405,NA,NA,14424,14432,NA,NA,14440,14446,NA,NA,14453,14460,NA,NA,14475,14483,NA,NA,14502,14519,NA,NA,0,0.12,NA,NA,6,0.2313,NA,NA,294.1,10,NA,NA,"GRA",FALSE,FALSE
"191","CN-Cng","2010",14750,14748,NA,NA,14780,14778,NA,NA,14800,14807,NA,NA,14813,14821,NA,NA,14826,14837,NA,NA,14850,14859,NA,NA,14871,14883,NA,NA,0,0.12,NA,NA,6,0.18,NA,NA,264.3,8.3,NA,NA,"GRA",FALSE,FALSE
"192","CN-Ha2","2003",12188,12186,NA,NA,12219,12218,NA,NA,12247,12248,NA,NA,12266,12276,NA,NA,12282,12298,NA,NA,12310,12326,NA,NA,12334,12351,NA,NA,0,0.12,NA,NA,7,0.4152,NA,NA,352.7,25.7,NA,NA,"WET",FALSE,FALSE
"193","CN-Ha2","2004",12550,12549,NA,NA,12581,12584,NA,NA,12606,12618,NA,NA,12623,12639,NA,NA,12641,12661,NA,NA,12670,12687,NA,NA,12692,12710,NA,NA,0,0.12,NA,NA,8,0.4179,NA,NA,383.9,24.2,NA,NA,"WET",FALSE,FALSE
"194","CN-Ha2","2005",12918,12917,NA,NA,12945,12948,NA,NA,12976,12977,NA,NA,12994,12996,NA,NA,13010,13020,NA,NA,13036,13051,NA,NA,13058,13079,NA,NA,1,0.12,NA,NA,8,0.4423,NA,NA,421.5,22.5,NA,NA,"WET",FALSE,FALSE
"195","CN-HaM","2002",11822,11835,NA,NA,11846,11851,NA,NA,11870,11871,NA,NA,11887,11886,NA,NA,11909,11906,NA,NA,11941,11943,NA,NA,11962,11974,NA,NA,0,0.1303,NA,NA,6,0.2413,NA,NA,257.4,8.7,NA,NA,"GRA",FALSE,FALSE
"196","CN-HaM","2003",12192,12200,NA,NA,12217,12234,NA,NA,12247,12254,NA,NA,12267,12269,NA,NA,12285,12289,NA,NA,12313,12317,NA,NA,12338,12335,NA,NA,0,0.12,NA,NA,7,0.2395,NA,NA,381.5,10,NA,NA,"GRA",FALSE,FALSE
"197","CN-HaM","2004",12554,12562,NA,NA,12578,12578,NA,NA,12603,12600,NA,NA,12620,12618,NA,NA,12641,12651,NA,NA,12675,12677,NA,NA,12697,12702,NA,NA,0,0.12,NA,NA,7,0.2075,NA,NA,335.6,8.3,NA,NA,"GRA",FALSE,FALSE
"198","CN-Qia","2003",12132,12133,NA,NA,12164,12165,NA,NA,12202,12205,NA,NA,12215,12228,NA,NA,12228,12289,NA,NA,12312,12333,NA,NA,12365,12379,NA,NA,2,0.1934,NA,NA,6,0.243,NA,NA,317.5,15.8,NA,NA,"ENF",FALSE,FALSE
"199","CN-Qia","2004",12465,12504,NA,NA,12529,12533,NA,NA,12569,12579,NA,NA,12631,12610,NA,NA,12654,12666,NA,NA,12726,12711,NA,NA,12773,12757,NA,NA,2,0.1991,NA,NA,6,0.2057,NA,NA,668.1,15.4,NA,NA,"ENF",FALSE,FALSE
"200","CN-Qia","2005",12841,12877,NA,NA,12888,12902,NA,NA,12945,12987,NA,NA,12991,13014,NA,NA,13015,13036,NA,NA,13090,13074,NA,NA,13131,13131,NA,NA,1,0.177,NA,NA,6,0.2737,NA,NA,644.4,28.6,NA,NA,"ENF",FALSE,FALSE
"201","CZ-BK1","2004",12443,12513,NA,NA,12479,12539,NA,NA,12516,12577,NA,NA,12615,12602,NA,NA,12636,12637,NA,NA,12655,12705,NA,NA,12671,12753,NA,NA,2,0.1827,NA,NA,7,0.2603,NA,NA,803.2,16.1,NA,NA,"ENF",FALSE,FALSE
"202","CZ-BK1","2005",12820,12871,NA,NA,12854,12904,NA,NA,12962,12944,NA,NA,12986,12965,NA,NA,13027,12993,NA,NA,13069,13088,NA,NA,13107,13111,NA,NA,2,0.1588,NA,NA,7,0.2806,NA,NA,787.2,17.9,NA,NA,"ENF",FALSE,FALSE
"203","CZ-BK1","2006",13166,13248,NA,NA,13210,13276,NA,NA,13258,13307,NA,NA,13326,13334,NA,NA,13340,13361,NA,NA,13433,13475,NA,NA,13457,13493,NA,NA,2,0.12,NA,NA,7,0.3291,NA,NA,720.4,19.6,NA,NA,"ENF",FALSE,FALSE
"204","CZ-BK1","2007",13552,13601,NA,NA,13595,13642,NA,NA,13673,13670,NA,NA,13690,13684,NA,NA,13715,13704,NA,NA,13780,13768,NA,NA,13808,13860,NA,NA,1,0.1692,NA,NA,8,0.3011,NA,NA,751.2,14.5,NA,NA,"ENF",FALSE,FALSE
"205","CZ-BK1","2008",13917,13929,NA,NA,13965,14016,NA,NA,14025,14042,NA,NA,14046,14058,NA,NA,14063,14084,NA,NA,14140,14137,NA,NA,14197,14202,NA,NA,1,0.1341,NA,NA,10,0.3368,NA,NA,789.3,20.5,NA,NA,"ENF",FALSE,FALSE
"206","CZ-wet","2006",13251,13251,NA,NA,13278,13265,NA,NA,13301,13283,NA,NA,13316,13296,NA,NA,13331,13311,NA,NA,13363,13335,NA,NA,13443,13466,NA,NA,0,0.12,NA,NA,11,0.4262,NA,NA,547.3,13.5,NA,NA,"WET",FALSE,FALSE
"207","CZ-wet","2007",13622,13606,NA,NA,13642,13633,NA,NA,13664,13731,NA,NA,13681,13752,NA,NA,13709,13771,NA,NA,13751,13814,NA,NA,13797,13859,NA,NA,0,0.199,NA,NA,11,0.408,NA,NA,471.2,45.2,NA,NA,"WET",FALSE,FALSE
"208","CZ-wet","2008",13990,13979,NA,NA,14009,13999,NA,NA,14029,14029,NA,NA,14044,14043,NA,NA,14062,14058,NA,NA,14107,14168,NA,NA,14160,14198,NA,NA,0,0.2434,NA,NA,11,0.3923,NA,NA,401.6,17.1,NA,NA,"WET",FALSE,FALSE
"209","CZ-wet","2009",14346,14330,NA,NA,14365,14352,NA,NA,14385,14393,NA,NA,14399,14411,NA,NA,14414,14427,NA,NA,14506,14525,NA,NA,14535,14546,NA,NA,0,0.1744,NA,NA,8,0.4657,NA,NA,315.7,26.3,NA,NA,"WET",FALSE,FALSE
"210","CZ-wet","2010",14724,14690,NA,NA,14744,14728,NA,NA,14766,14755,NA,NA,14782,14771,NA,NA,14799,14792,NA,NA,14827,14909,NA,NA,14883,14929,NA,NA,0,0.1458,NA,NA,11,0.5314,NA,NA,437,26.3,NA,NA,"WET",FALSE,FALSE
"211","CZ-wet","2011",15089,15064,NA,NA,15108,15086,NA,NA,15129,15107,NA,NA,15144,15165,NA,NA,15169,15194,NA,NA,15226,15277,NA,NA,15259,15309,NA,NA,0,0.12,NA,NA,9,0.4757,NA,NA,351.5,41.3,NA,NA,"WET",FALSE,FALSE
"212","CZ-wet","2012",15450,15415,NA,NA,15470,15450,NA,NA,15493,15471,NA,NA,15511,15483,NA,NA,15531,15498,NA,NA,15591,15628,NA,NA,15629,15652,NA,NA,0,0.1843,NA,NA,10,0.461,NA,NA,420.8,18,NA,NA,"WET",FALSE,FALSE
"213","CZ-wet","2013",15817,15810,NA,NA,15836,15824,NA,NA,15888,15837,NA,NA,15904,15950,NA,NA,15921,15969,NA,NA,15955,15993,NA,NA,15990,16025,NA,NA,0,0.1887,NA,NA,10,0.3725,NA,NA,587.6,44.3,NA,NA,"WET",FALSE,FALSE
"214","CZ-wet","2014",16180,16141,NA,NA,16204,16176,NA,NA,16229,16201,NA,NA,16248,16280,NA,NA,16270,16300,NA,NA,16309,16357,NA,NA,16355,16405,NA,NA,0,0.1747,NA,NA,9,0.4459,NA,NA,425.7,47,NA,NA,"WET",FALSE,FALSE
"215","DE-Akm","2010",14737,14719,NA,NA,14761,14756,NA,NA,14783,14785,NA,NA,14798,14804,NA,NA,14816,14822,NA,NA,14854,14894,NA,NA,14890,14921,NA,NA,0,0.12,NA,NA,11,0.4283,NA,NA,454.1,22.9,NA,NA,"WET",FALSE,FALSE
"216","DE-Akm","2011",15023,15077,NA,NA,15089,15110,NA,NA,15124,15140,NA,NA,15142,15169,NA,NA,15160,15196,NA,NA,15231,15255,NA,NA,15267,15290,NA,NA,0,0.12,NA,NA,12,0.4191,NA,NA,801.8,27.4,NA,NA,"WET",FALSE,FALSE
"217","DE-Akm","2012",15403,15449,NA,NA,15461,15475,NA,NA,15486,15500,NA,NA,15505,15517,NA,NA,15529,15546,NA,NA,15592,15613,NA,NA,15634,15643,NA,NA,1,0.1478,NA,NA,13,0.4045,NA,NA,726.3,19.5,NA,NA,"WET",FALSE,FALSE
"218","DE-Akm","2013",15773,15827,NA,NA,15842,15850,NA,NA,15878,15877,NA,NA,15898,15908,NA,NA,15916,15949,NA,NA,15954,15981,NA,NA,15996,16006,NA,NA,0,0.1264,NA,NA,14,0.4591,NA,NA,975.7,27.2,NA,NA,"WET",FALSE,FALSE
"219","DE-Akm","2014",16177,16174,NA,NA,16202,16203,NA,NA,16228,16237,NA,NA,16257,16265,NA,NA,16281,16309,NA,NA,16315,16346,NA,NA,16377,16392,NA,NA,0,0.1529,NA,NA,11,0.3663,NA,NA,637.2,23.1,NA,NA,"WET",FALSE,FALSE
"220","DE-Geb","2001",11397,11349,NA,NA,11428,11420,NA,NA,11454,11449,NA,NA,11468,11468,NA,NA,11485,11487,NA,NA,11507,11514,NA,NA,11524,11557,NA,NA,0,0.153,NA,NA,14,0.5431,NA,NA,673.2,34.1,NA,NA,"CRO",FALSE,FALSE
"221","DE-Geb","2002",11810,11730,NA,NA,11834,11814,NA,NA,11853,11843,NA,NA,11866,11859,NA,NA,11880,11876,NA,NA,11908,11903,NA,NA,11929,11930,NA,NA,0,0.12,NA,NA,11,0.565,NA,NA,412.9,37.4,NA,NA,"CRO",FALSE,FALSE
"222","DE-Geb","2003",12155,12151,NA,NA,12174,12175,NA,NA,12195,12196,NA,NA,12208,12210,NA,NA,12221,12224,NA,NA,12239,12242,NA,NA,12256,12259,NA,NA,0,0.12,NA,NA,14,0.6055,NA,NA,525.3,24.9,NA,NA,"CRO",FALSE,FALSE
"223","DE-Geb","2004",12503,12457,NA,NA,12527,12509,NA,NA,12555,12542,NA,NA,12573,12571,NA,NA,12588,12592,NA,NA,12610,12620,NA,NA,12629,12640,NA,NA,0,0.1617,NA,NA,14,0.5278,NA,NA,653.2,36.8,NA,NA,"CRO",FALSE,FALSE
"224","DE-Geb","2005",12864,12784,NA,NA,12883,12882,NA,NA,12905,12908,NA,NA,12924,12928,NA,NA,12939,12946,NA,NA,12957,12966,NA,NA,12974,12985,NA,NA,0,0.2154,NA,NA,14,0.5572,NA,NA,614.2,32.3,NA,NA,"CRO",FALSE,FALSE
"225","DE-Geb","2006",13292,13181,NA,NA,13309,13269,NA,NA,13328,13310,NA,NA,13341,13326,NA,NA,13357,13336,NA,NA,13410,13408,NA,NA,13443,13461,NA,NA,0,0.12,NA,NA,15,0.4694,NA,NA,488.9,34.8,NA,NA,"CRO",FALSE,FALSE
"226","DE-Geb","2007",13576,13486,NA,NA,13606,13502,NA,NA,13643,13615,NA,NA,13662,13647,NA,NA,13675,13671,NA,NA,13692,13696,NA,NA,13708,13764,NA,NA,0,0.3569,NA,NA,10,0.2282,NA,NA,609,22.7,NA,NA,"CRO",FALSE,FALSE
"227","DE-Geb","2008",13956,13912,NA,NA,13981,13970,NA,NA,14006,14010,NA,NA,14042,14034,NA,NA,14054,14054,NA,NA,14070,14077,NA,NA,14084,14106,NA,NA,0,0.1325,NA,NA,13,0.6063,NA,NA,814.3,43.5,NA,NA,"CRO",FALSE,FALSE
"228","DE-Geb","2009",14377,14338,NA,NA,14395,14372,NA,NA,14416,14398,NA,NA,14431,14418,NA,NA,14446,14432,NA,NA,14469,14449,NA,NA,14492,14471,NA,NA,0,0.12,NA,NA,10,0.4788,NA,NA,376.3,24.3,NA,NA,"CRO",FALSE,FALSE
